Make,Model,Year,Engine,Seating,Price
Suzuki,Mehran  VXR Euro II,2017,800,4,10
Suzuki,Mehran  VXR Euro II,2016,800,4,9.85
Suzuki,Mehran  VXR Euro II,2019,800,4,12.9
Suzuki,Ravi  ,1990,800,2,5.3
Suzuki,Ravi  ,2011,800,2,6.4
Suzuki,Ravi  ,2019,800,2,12.5
Suzuki,Ravi  Euro II,2022,800,2,14.8
Suzuki,Ravi  Euro II,2015,800,2,7.05
Suzuki,Swift  DLX 1.3,2014,1300,5,16.5
Suzuki,Swift  DLX 1.3,2016,1300,5,17.2
Suzuki,Swift  DLX 1.3,2016,1300,5,18.75
Suzuki,Swift  DLX 1.3 Navigation ,2015,1300,5,19
Suzuki,Swift  GL CVT,2022,1200,5,34.2
Suzuki,Swift  GLX CVT,2022,1200,5,39.5
Suzuki,Swift  GLX CVT,2022,1200,5,39.5
Suzuki,Swift  GLX CVT,2022,1200,5,39
Suzuki,Swift  GLX CVT,2022,1200,5,39.5
Suzuki,Swift  GLX CVT,2022,1200,5,39.5
Suzuki,Wagon R  ,2019,1000,5,28
Suzuki,Wagon R  ,2018,1000,5,18.95
Suzuki,Wagon R  ,2017,1000,5,17.5
Suzuki,Wagon R  AGS,2021,1000,5,26
Suzuki,Wagon R  AGS,2021,1000,5,26.25
Suzuki,Wagon R  Stingray J Style,2014,600,5,23.3
Suzuki,Wagon R  VXL,2019,1000,5,20.75
Suzuki,Wagon R  VXL,2017,1000,5,17.5
Suzuki,Wagon R  VXL,2019,1000,5,21.5
Suzuki,Wagon R  VXL,2019,1000,5,18
Suzuki,Wagon R  VXL,2018,1000,5,18.5
Suzuki,Wagon R  VXR,2019,1000,5,20.75
Toyota,Aqua  G LED Soft Leather Selection ,2015,1500,5,37
Toyota,Aqua  G Sports,2015,1500,5,45
Toyota,Aqua  S,2013,1500,5,30
Toyota,Aqua  S,2013,1500,5,30
Toyota,Aqua  S,2017,1500,5,43.5
Toyota,Aqua  S,2017,1500,5,41.5
Toyota,Aqua  S,2013,1500,5,31.5
Toyota,Aqua  S,2019,1500,5,54
Toyota,Camry XV40 Up-Spec Automatic 2.4,2006,2400,4,26.75
Toyota,Camry XV50 Hybrid,2012,2500,5,62
Toyota,Camry XV50 Hybrid,2012,2500,5,57
Toyota,Corolla  ,1993,1800,5,12.5
Toyota,Corolla  ,1974,1200,5,5.8
Toyota,Corolla  2.0D,2002,2000,5,12.8
Toyota,Corolla  2.0D Saloon,2004,2000,5,13.5
Toyota,Corolla  Altis 1.8,2005,1800,5,15.1
Toyota,Corolla  Altis Automatic 1.6,2021,1600,5,48.5
Toyota,Corolla  Altis Automatic 1.6,2021,1600,5,48.5
Toyota,Corolla  Altis Automatic 1.6,2015,1600,5,31.9
Toyota,Corolla  Altis Automatic 1.6,2017,1600,5,36
Toyota,Corolla  Altis Automatic 1.6,2017,1600,5,39.5
Toyota,Corolla  Altis Cruisetronic 1.6,2012,1600,5,26.2
Toyota,Corolla  Altis Cruisetronic 1.6,2012,1600,5,21
Toyota,Corolla  Altis Grande 1.8,2017,1300,5,43
Toyota,Corolla  Altis Grande CVT-i 1.8,2017,1800,5,38
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,61
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2021,1800,5,54.5
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2021,1800,5,54.5
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2021,1800,5,56
Toyota,Corolla  Altis SR 1.6,2012,1600,5,23.5
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,47.5
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,47.5
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,48
Toyota,Corolla  DX,1986,1300,5,5.6
Toyota,Corolla  DX Saloon,1986,1300,5,5.2
Toyota,Corolla  G,2005,1500,5,28
Toyota,Corolla  GLi 1.3 VVTi,2013,1300,5,25.75
Toyota,Corolla  GLi 1.3 VVTi,2017,1300,5,31
Toyota,Corolla  GLi 1.3 VVTi,2013,1300,5,20.5
Toyota,Corolla  GLi 1.3 VVTi,2012,1300,5,21.75
Toyota,Corolla  GLi 1.3 VVTi,2012,1300,5,19
Toyota,Corolla  GLi 1.3 VVTi,2020,1300,5,40.8
Toyota,Corolla  GLi 1.3 VVTi Ecotec ,2011,1300,5,18.35
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,29
Toyota,Corolla  GLi Automatic 1.3 VVTi,2017,1300,5,31
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,29
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,31.75
Toyota,Corolla  GLi Automatic 1.3 VVTi,2017,1300,5,30.5
Toyota,Corolla  GLi Automatic 1.3 VVTi,2020,1300,5,40.8
Toyota,Corolla  GLi Automatic 1.3 VVTi,2019,1300,5,37
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,31
Toyota,Corolla  GLi Automatic 1.3 VVTi,2018,1300,5,34.5
Toyota,Corolla  XLi,2005,1300,5,14.5
Toyota,Corolla  XLi VVTi,2010,1300,5,19.5
Toyota,Corolla  XLi VVTi,2011,1300,5,19.9
Toyota,Corolla  XLi VVTi,2017,1300,5,29.49
Toyota,Corolla Axio  Hybrid 1.5,2013,1500,5,36.5
Toyota,Corolla Axio  Hybrid 1.5,2017,1500,5,51
Toyota,Corolla Axio  X 1.5,2007,1500,5,23.3
Toyota,Corolla Fielder  ,2007,1500,5,25.6
Toyota,Corolla Fielder  X Special Edition,2007,1500,5,25
Toyota,Corolla Indus ,1996,1600,5,13.7
Toyota,Corolla Indus ,1996,1600,5,13.7
Toyota,Corolla Indus ,1998,1600,5,11
Toyota,Corolla Indus GL,1997,1600,5,9.8
Toyota,Corona  ,1989,1600,5,6.4
Toyota,Crown  Royal Saloon,1985,2800,5,10.9
Toyota,Fortuner  2.7 VVTi,2018,2700,7,92
Toyota,Hilux  4x2 Single Cab Standard,2011,2800,5,22
Toyota,Hilux  Tiger,1999,2400,5,21
Toyota,Hilux  Vigo Champ V,2011,2500,5,48
Toyota,Mark II  Grande 2.0,2004,2000,5,21
Toyota,Passo  ,2012,1300,5,21.6
Toyota,Passo  ,2014,1300,5,22.5
Toyota,Passo  X L Package,2018,1000,5,33.5
Toyota,Prado  RX 2.7 (3-Door),1991,2700,7,28
Toyota,Prado 120 Series ,2004,2700,8,75.5
Toyota,Prado 120 Series TX Limited 2.7,2005,2700,7,75
Toyota,Prado 120 Series TZ 3.0D,2005,3000,7,60
Toyota,Prado 120 Series TZ G 3.4,2004,2700,7,75
Toyota,Prado 90 Series TX Limited 2.7,2001,2700,7,54.95
Toyota,Prado 90 Series TZ 3.0D,2001,3000,7,50
Toyota,Premio  F Prime Selection 1.5,2011,1500,5,38.5
Toyota,Premio  X 1.8,2007,1800,5,24.85
Toyota,Premio  X 1.8,2007,1800,5,24.85
Toyota,Prius  S LED Edition 1.8,2013,1800,5,35
Toyota,Prius Alpha  G,2014,2000,5,42.2
Toyota,Probox  ,2006,1500,5,18.8
Toyota,Probox  ,2019,1500,5,45
Toyota,Rush  G A/T,2009,1500,5,32
Toyota,Surf  SSR-X 3.4,2001,3400,7,41
Toyota,Vitz  ,2005,1300,5,17.2
Toyota,Vitz  F 1.0,2013,1000,5,24.75
Toyota,Vitz  F 1.0,2014,1000,5,26
Toyota,Vitz  F 1.0,2019,1000,5,29.25
Toyota,Vitz  F 1.0,2010,1000,5,19.5
Toyota,Vitz  F 1.0,2013,1000,5,23.99
Toyota,Vitz  F 1.0,2013,1000,5,24.75
Toyota,Vitz  F 1.0,2015,1000,5,28.5
Toyota,Vitz  F 1.0,2018,1000,5,36.5
Toyota,Vitz  F 1.3,2006,1300,5,18
Toyota,Vitz  F 1.3,2005,1300,5,14.2
Toyota,Vitz  F Limited 1.0,2012,1000,5,25.5
Toyota,Yaris  ATIV CVT 1.3,2020,1300,5,38
Toyota,Yaris  ATIV CVT 1.3,2020,1300,5,37
Toyota,Yaris  ATIV X CVT 1.5,2021,1500,5,38.5
Toyota,Yaris  ATIV X CVT 1.5,2021,1500,5,38.5
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,41.5
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,43
Toyota,Yaris  GLI CVT 1.3,2021,1300,5,35.5
Toyota,Yaris  GLI CVT 1.3,2021,1300,5,35.5
Toyota,Yaris  GLI CVT 1.3,2020,1300,5,34.5
Toyota,Yaris  GLI CVT 1.3,2021,1300,5,34.8
Toyota,Yaris  GLI CVT 1.3,2022,1300,5,40
Toyota,Yaris  GLI MT 1.3,2022,1300,5,35.8
Toyota,Yaris  GLI MT 1.3,2022,1300,5,35.8
United,Bravo  Base Grade ,2021,800,5,11.99
BMW,7 Series 4th (E65) Generation 730Li,2008,3000,6,110
Toyota,Prado  TX Limited 2.7,2012,2700,7,140
Toyota,Prado  TZ 4.0,2011,4000,7,153
Mercedes,Benz E Class  E 180 AMG,2021,1500,5,285
Mercedes,Benz S Class  S350,2006,3500,5,100
Toyota,Prado  TX 2.7,2010,2700,7,115
Toyota,Prado  TX Limited 2.7,2012,2700,7,138
Toyota,Prado  TX 2.7,2018,2700,7,235
Toyota,Prado  TX Limited 2.7,2012,2700,7,140
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,105
Mercedes,Benz C Class  C180 AMG,2020,1500,5,235
Toyota,Prado  TZ 4.0,2011,4000,7,153
Audi,A6 4th (C7) Generation 1.8 TFSI Business Class Edition,2016,1800,7,118
Toyota,Prado  TX L Package 2.7,2017,2700,7,250
Toyota,Land Cruiser  ZX,2017,4600,7,410
Toyota,Fortuner  2.8 Sigma 4,2018,2800,7,110
Mercedes,Benz E Class  E 180 AMG,2021,1500,5,285
Toyota,Prado  TX 2.7,2016,2700,7,205
Mercedes,Benz S Class  S350,2006,3500,5,100
Toyota,Prado  TX 2.7,2013,2700,7,175
Toyota,Prado  TX 2.7,2010,2700,7,115
Toyota,Prado  TX Limited 2.7,2012,2700,7,138
Toyota,Harrier  ,2014,2500,5,105
Honda,Vezel  e-HEV Play,2022,1500,5,132
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,110
Toyota,Fortuner  2.7 V,2021,2700,7,125
Toyota,Prado  TX 2.7,2016,2700,7,200
Audi,A8 3rd (D4) Generation L Hybrid,2013,2000,4,200
Chrysler,300 C  ,2013,3000,5,140
Toyota,Prado  TX 2.7,2017,2700,7,235
Toyota,Land Cruiser  AX G Selection,2017,4600,7,378
Toyota,Prado  TX L Package 2.7,2017,2700,7,237
Toyota,Land Cruiser  ZX,2018,4600,7,530
Toyota,Prado  TX Limited 2.7,2016,2700,7,210
Toyota,Fortuner  2.8 Sigma 4,2018,2800,7,110
Toyota,Fortuner  2.8 Sigma 4,2019,2800,7,109
Toyota,Prado  TX 3.0D,2010,3000,7,122
Toyota,Prado  TX 2.7,2013,2700,7,175
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,105
Toyota,Harrier  ,2014,2500,5,105
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,110
Toyota,Prado  TX 2.7,2016,2700,7,200
Toyota,Land Cruiser  ,2015,4000,7,150
Audi,A8 3rd (D4) Generation L Hybrid,2013,2000,4,200
Toyota,Fortuner  2.8 Sigma 4,2019,2800,7,115
Toyota,Land Cruiser  ZX,2018,4600,7,485
Toyota,Hilux  Revo Rocco,2022,2800,5,119
Toyota,Land Cruiser  AX,2017,4600,7,325
Lexus,LX Series  LX570,2016,5663,8,535
Mercedes,Benz E Class 4th (W212) Generation E63 AMG,2014,5500,5,210
Chevrolet,Silverado  ,2014,5300,5,120
Toyota,Land Cruiser  ZX,2013,4600,7,275
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,141
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,115
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,141
Toyota,Prado  TX L Package 2.7,2016,2700,7,195
Toyota,Fortuner  Legender ,2022,2800,7,153
Toyota,Prado  TX 2.7,2017,2700,7,235
Toyota,Land Cruiser  AX G Selection,2017,4600,7,378
Toyota,Prado  TX L Package 2.7,2017,2700,7,237
Toyota,Fortuner  2.7 V,2021,2700,7,112
Toyota,Prado  TZ G 4.0,2012,4000,7,180
Toyota,Hilux  Revo Rocco,2022,2800,5,111
Toyota,Prado  TX L Package 2.7,2015,2700,7,195
Toyota,Fortuner  2.8 Sigma 4,2019,2800,7,115
Toyota,Land Cruiser  ZX,2018,4600,7,530
Toyota,Prado  TX Limited 2.7,2016,2700,7,210
Toyota,Crown  Royal Saloon G,2011,3000,5,115
Mercedes,Benz S Class  ,1961,2800,5,125
Toyota,Fortuner  2.8 Sigma 4,2019,2800,7,109
Toyota,Prado  TX 3.0D,2010,3000,7,122
Toyota,Land Cruiser  AX,2013,4600,7,230
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,132
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,105
Toyota,Land Cruiser  ZX 60th Black Leather Selection,2012,4600,7,260
Lexus,LX Series  LX570,2016,5700,8,595
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,145
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,107
Toyota,Prado 120 Series TZ G 4.0,2009,4000,7,160
Toyota,Land Cruiser  ZX,2016,4600,7,400
Toyota,Land Cruiser  ,2015,4000,7,150
Toyota,Land Cruiser  AX G 60th Black Leather Selection,2010,4600,7,198
Toyota,Fortuner  2.8 Sigma 4,2019,2800,7,115
Mercedes,Benz S Class  S400 Hybrid,2014,3500,5,260
Toyota,Tundra  5.7i,2017,5700,6,178
Toyota,Prado  TX L Package 2.7,2018,2700,7,268
Toyota,Land Cruiser  ,2016,4600,7,315
Mercedes,Benz E Class 4th (W212) Generation E250 Avantgarde,2012,1800,5,110
Mercedes,Benz C Class  C200,2016,2000,5,121
Range Rover,Rover Autobiography  ,2013,5000,7,345
Mercedes,Benz C Class  C180 AMG,2020,1600,5,180
Toyota,Land Cruiser  AX,2017,4600,7,325
Toyota,Prado  TX L Package 2.7,2015,2700,7,185
Lexus,LX Series  LX570,2016,5663,8,535
Toyota,Land Cruiser  ZX,2013,4600,7,300
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,113
Toyota,Prado  TX Limited 2.7,2011,2700,7,127
Mercedes,Benz E Class 4th (W212) Generation E63 AMG,2014,5500,5,210
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,100
Toyota,Fortuner  Legender ,2022,2800,7,149
Toyota,Fortuner  2.7 G,2022,2700,7,125
Range Rover,Rover Classic  ,2013,5000,7,350
Toyota,Land Cruiser  ,2013,2700,7,160
Toyota,Fortuner  2.7 V,2022,2700,7,126
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,106
Toyota,Land Cruiser  ZX,2013,4600,7,275
Mercedes,Benz E Class 4th (W212) Generation E250,2013,2000,5,135
BMW,M Series  ,1999,3200,2,250
Toyota,Prado 120 Series TX 4.0,2008,4000,7,100
Toyota,Prado  TX 2.7,2016,2700,7,205
Toyota,Land Cruiser  ZX,2017,4600,7,435
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,106
Toyota,Fortuner  2.7 V,2022,2700,7,112
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,141
Honda,Accord  ,2022,2400,5,130
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,115
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,141
Toyota,Prado  TX L Package 2.7,2016,2700,7,195
Toyota,Fortuner  Legender ,2022,2800,7,153
Toyota,Fortuner  Legender ,2022,2800,7,159
Toyota,Hilux  Revo Rocco,2022,2800,5,120
Toyota,Prado  TX 2.7,2019,2700,7,270
Toyota,Prado 120 Series TZ G 4.0,2006,4000,7,105
Toyota,Hilux  Revo Rocco,2022,2800,5,111
Toyota,Fortuner  Legender ,2022,2800,7,153
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,135
Toyota,Prado 120 Series TX 2.7,2009,2700,7,120
Toyota,Prado 120 Series TX 2.7,2009,2700,7,125
Toyota,Prado 120 Series TZ G 4.0,2006,4000,7,100
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,150
Toyota,Prado  TX 2.7,2016,2700,7,175
Mercedes,Benz C Class  C200,2017,2000,5,130
Mercedes,Benz G Class  G 63 AMG,2016,5500,5,930
Toyota,Prado 120 Series TZ G 4.0,2008,4000,7,125
Toyota,Fortuner  2.8 Sigma 4,2018,2800,7,104
Toyota,Land Cruiser  AX,2016,4600,7,295
Audi,A6 4th (C7) Generation 1.8 TFSI ,2016,1800,7,122
Toyota,Fortuner  2.8 Sigma 4,2019,2800,7,110
Toyota,Hilux  Revo Rocco,2022,2800,5,112
Toyota,Prado  TZ 4.0,2010,4000,7,109
Toyota,Alphard Hybrid  G L PACKAGE,2016,3000,5,238
Toyota,Fortuner  Legender ,2022,2800,7,152
Toyota,Fortuner  2.8 Sigma 4,2022,2700,7,135
Toyota,Prado  TX L Package 2.7,2015,2700,7,200
Toyota,Land Cruiser  ZX,2016,4600,7,368
Toyota,Fortuner  Legender ,2022,2700,7,160
Audi,A5  1.4 TFSI Sportback,2018,1400,7,122
Toyota,Land Cruiser 100 Series Amazon 4.2D,2006,4200,7,120
Toyota,Prado  TX 2.7,2010,2700,7,128
Toyota,Prado 120 Series TX Limited 2.7,2009,2700,7,125
Mercedes,Benz C Class  C180 AMG,2017,1600,5,140
Mercedes,Benz S Class  ,1961,2800,5,125
Toyota,Fortuner  2.7 VVTi,2020,2700,7,116
Toyota,Land Cruiser  AX,2016,4600,7,310
Toyota,Hilux  ,2021,2800,5,105
Toyota,Hilux  Revo Rocco,2022,2800,5,117
Toyota,Land Cruiser  ZX,2019,4600,7,535
Toyota,Fortuner  2.7 VVTi,2021,2700,7,132
Toyota,Tundra  5.7i,2016,4600,6,135
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,102
Toyota,Prado  TX L Package 2.7,2017,2700,7,245
Mercedes,Benz C Class  C 180 Cabriolet,2018,1600,5,220
Toyota,Prado  TX 2.7,2017,2700,7,240
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,132
BMW,i8  Roadster,2018,1500,4,329
Range Rover,Rover Autobiography  ,2018,2000,7,465
Toyota,Land Cruiser  VX Limited 4.7,2007,4700,7,125
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,105
Toyota,Land Cruiser  ZX 60th Black Leather Selection,2012,4600,7,260
Toyota,Land Cruiser  ZX,2017,4600,7,425
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,110
Toyota,Fortuner  2.7 V,2021,2700,7,125
Toyota,Land Cruiser  AX,2018,4600,7,320
Mercedes,Benz E Class Cabriolet  E 200,2019,2000,4,350
Toyota,Prado  TX 2.7,2012,2700,7,134
Toyota,Fortuner  2.7 G,2022,2700,7,116
BMW,5 Series 6th (F10) Generation ActiveHybrid 5,2016,3000,6,145
Toyota,Land Cruiser  ZX,2017,4600,7,450
Toyota,Prado  TX 2.7,2010,2700,7,120
Toyota,Fortuner  2.7 VVTi,2019,2700,7,106
Toyota,Land Cruiser  ZX,2018,4600,7,450
Toyota,Harrier  ,2017,2500,5,155
Toyota,Fortuner  Legender ,2022,2800,7,154
Toyota,Hilux  Revo Rocco,2022,2800,5,113
Toyota,Land Cruiser  ZX,2019,4600,7,490
Toyota,Fortuner  2.8 Sigma 4,2021,2800,7,135
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,105
Toyota,Prado  TX 2.7,2010,2700,7,115
Toyota,Fortuner  2.7 V,2022,2700,7,128
BMW,7 Series  730Ld,2009,3000,5,100
Toyota,Prado  TZ G 4.0,2010,4000,7,159
Toyota,Land Cruiser  AX G Selection,2017,4600,7,365
Toyota,Prado  TX L Package 2.7,2018,2700,7,275
Toyota,Prado  TX L Package 2.7,2017,2700,7,259
Toyota,Fortuner  2.8 Sigma 4,2021,2800,7,135
Toyota,Land Cruiser 100 Series Cygnus,2006,4700,7,120
Toyota,Prado  TX 4.0,2010,4000,7,140
Honda,Clarity  PHEV,2018,1498,5,105
Toyota,Land Cruiser  AX G Selection,2008,4600,7,177
Toyota,Crown  ,2018,2500,5,221
BMW,i8  Coupe,2015,1500,4,240
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,145
Toyota,Land Cruiser  AX G Selection,2017,4600,7,335
Toyota,Prado  TX 2.7,2016,2700,7,190
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,104
Honda,Vezel  ,2021,1500,5,135
Ford,Mustang  ,2018,5000,4,345
Toyota,Prado  TX L Package 2.7,2017,2700,7,245
Range Rover,Rover Autobiography  ,2013,5000,7,385
Toyota,Fortuner  2.8 Sigma 4,2021,2800,7,135
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,107
GMC,Sierra  Denali,2016,6400,6,150
Toyota,Prado  TX 3.0D,2012,3000,7,160
Toyota,Land Cruiser  ZX 60th Black Leather Selection,2011,4600,7,230
Toyota,Hilux  Revo Rocco,2022,2800,5,115
Toyota,Prado 120 Series TZ G 4.0,2009,4000,7,160
Toyota,Land Cruiser  ZX,2016,4600,7,400
Toyota,Prado  TX L Package 2.7,2016,2700,7,215
Toyota,Land Cruiser  AX,2010,4600,7,200
Toyota,Hilux  Revo Rocco,2022,2800,5,120
Range Rover,Rover Autobiography  ,2018,2000,7,585
Toyota,Prado  TX 2.7,2014,2700,7,185
Toyota,Land Cruiser  AX G 60th Black Leather Selection,2010,4600,7,198
Mercedes,Benz C Class  C200,2019,2000,5,145
Mercedes,Benz S Class  S400 Hybrid,2014,3500,5,260
Toyota,Tundra  5.7i,2017,5700,6,178
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,104
Toyota,Tundra  5.7i,2014,5700,6,125
Mercedes,Benz E Class 4th (W212) Generation E63 AMG,2014,5500,5,230
Toyota,Prado  TX L Package 2.7,2018,2700,7,268
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,115
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,106
Toyota,Land Cruiser  ZX,2017,4600,7,400
Toyota,Land Cruiser  ZX,2018,4600,7,450
Toyota,Fortuner  2.7 G,2022,2700,7,135
Audi,A6 4th (C7) Generation 1.8 TFSI Business Class Edition,2017,1800,7,135
Toyota,Land Cruiser  ,2016,4600,7,315
Range Rover,Rover Autobiography  ,2013,5000,7,345
Toyota,Land Cruiser  AX G Selection,2011,4600,7,230
Mercedes,Benz C Class  C180 AMG,2020,1600,5,180
Toyota,Prado  TX Limited 2.7,2011,2700,7,152
Toyota,Hilux  Revo Rocco,2022,2800,5,116
Toyota,Land Cruiser  ZX,2013,4600,7,300
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,135
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,113
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,100
Toyota,Fortuner  Legender ,2022,2800,7,149
Honda,HR-V  ,2022,1500,5,120
Toyota,Land Cruiser  ZX,2016,4600,7,375
Toyota,Fortuner  2.7 V,2022,2700,7,126
Toyota,Hilux  Revo Rocco,2022,2800,5,118
Mercedes,Benz E Class 4th (W212) Generation E250,2013,2000,5,135
Toyota,Land Cruiser  Cygnus,2007,4700,7,160
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,101
Toyota,Corolla  ,2019,1800,5,108
Toyota,Land Cruiser  ZX,2017,4600,7,440
Toyota,Prado  TX 2.7,2016,2700,7,205
Toyota,Prado  TX L Package 2.7,2010,2700,7,133
Toyota,Fortuner  Legender ,2022,2800,7,152
Toyota,Fortuner  2.8 Sigma 4,2020,2800,7,125
Toyota,Prado 120 Series TZ G 4.0,2009,4000,7,155
Toyota,Prado  TX L Package 2.7,2016,2700,7,212
Toyota,Land Cruiser  ZX,2017,4600,7,435
Honda,Insight  LS,2018,1500,7,105
Toyota,Crown  Royal Saloon,2013,2500,5,125
Toyota,Land Cruiser  ZX,2019,4600,7,550
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,106
Mercedes,Benz GLB Class  GLB 200 5-seater ,2021,1300,5,235
Audi,A4  S-Line Competition,2018,2000,5,109
Porsche,Panamera  S E-Hybrid,2015,3000,5,285
Toyota,Prado  TX 2.7,2010,2700,7,120
Honda,Accord  ,2022,2400,5,130
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,105
Toyota,Fortuner  2.8 Sigma 4,2021,2800,7,135
Toyota,Fortuner  Legender ,2022,2800,7,159
Audi,A6 4th (C7) Generation 1.8 TFSI ,2017,1800,7,155
Toyota,Prado  TX 2.7,2010,2700,7,120
Toyota,Hilux  Revo Rocco,2022,2800,5,120
Toyota,Prado  TX 2.7,2019,2700,7,270
Toyota,Prado 120 Series TZ G 4.0,2006,4000,7,105
Toyota,Crown  Royal Saloon,2013,2500,5,115
Ford,F 150  Raptor 5.0L,2012,6200,5,145
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,106
Toyota,Fortuner  2.8 Sigma 4,2022,2800,7,135
Toyota,Land Cruiser  ZX,2017,4600,7,435
Toyota,Prado 120 Series TX 2.7,2009,2700,7,120
Toyota,Prado 120 Series TX 2.7,2009,2700,7,125
Toyota,Land Cruiser  ZX,2016,4600,7,400
Toyota,Prado 120 Series TZ G 4.0,2006,4000,7,100
Toyota,Prado  TX 2.7,2016,2700,7,175
Mercedes,Benz C Class  C200,2017,2000,5,130
Toyota,Prado  TX L Package 2.7,2018,2700,7,310
Mercedes,Benz G Class  G 63 AMG,2016,5500,5,930
Toyota,Hilux  Revo Rocco,2022,2800,5,107
Toyota,Land Cruiser  AX G 60th Black Leather Selection,2012,4600,7,230
Ford,Mustang  ,2019,4951,4,440
Toyota,Prado  TX 2.7,2017,2700,7,260
Toyota,Prado  TX 2.7,2018,2700,7,265
Toyota,Hilux  Revo Rocco,2022,2800,5,119
Toyota,Land Cruiser  ZX,2017,4600,7,435
Lexus,LX Series  LX570,2016,5700,8,600
Toyota,Fortuner  2.8 Sigma 4,2018,2800,7,105
Toyota,Prado  TX L Package 2.7,2017,2700,7,265
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,106
Toyota,Fortuner  2.8 Sigma 4,2018,2800,7,104
Toyota,Land Cruiser  ZX,2016,4600,7,415
Toyota,Land Cruiser  ZX,2012,4600,7,250
Lexus,LX Series  LX570,2016,5700,8,495
Toyota,Land Cruiser  AX,2016,4600,7,295
Toyota,Land Cruiser  AX G Selection,2009,4600,7,180
Toyota,Fortuner  Legender ,2022,2800,7,163
Audi,A6 4th (C7) Generation 1.8 TFSI ,2016,1800,7,122
Toyota,Prado  TX 2.7,2013,2700,7,151
Toyota,Hilux  Revo V Automatic 2.8,2021,2800,5,110
Toyota,Fortuner  2.8 Sigma 4,2019,2800,7,110
Toyota,Fortuner  Legender ,2022,2800,7,154
Toyota,Hilux  Revo Rocco,2022,2800,5,112
Toyota,Prado  TX 2.7,2010,2700,7,130
Toyota,Prado  TX 2.7,2012,2700,7,155
Toyota,Land Cruiser  AX,2016,4600,7,315
Toyota,Prado  TZ 4.0,2010,4000,7,109
Mercedes,Benz E Class 4th (W212) Generation E250 Avantgarde,2012,1800,5,105
Toyota,Hilux  Revo V Automatic 2.8,2022,2800,5,106
Toyota,Land Cruiser  Cygnus,2007,4700,7,110
Toyota,Fortuner  2.8 Sigma 4,2022,2700,7,135
Toyota,Hilux  Revo G 2.8,2022,2800,5,103
Toyota,Prado  TX L Package 2.7,2018,2700,7,300
Toyota,Fortuner  2.7 G,2022,2700,7,135
Toyota,Fortuner  2.8 Sigma 4,2021,2800,7,135
